List A,List B,Merged
"[5711, 710, 5956, 832]","[5720, 1317, 5973, 1390]","[5711, 710, 5973, 1390]"
"[884, 722, 1144, 823]","[800, 2982, 1058, 3064]","[800, 722, 1144, 3064]"
"[3379, 1097, 3559, 1227]","[1794, 3278, 2010, 3353]","[1794, 1097, 3559, 3353]"
"[2550, 4126, 2777, 4258]","[631, 3839, 849, 3966]","[631, 3839, 2777, 4258]"
"[5714, 934, 5952, 1004]","[1300, 2057, 1528, 2188]","[1300, 934, 5952, 2188]"
"[803, 2360, 970, 2522]","[1716, 2419, 2235, 2640]","[803, 2360, 2235, 2640]"
"[3389, 1319, 3606, 1396]","[2461, 930, 2699, 1003]","[2461, 930, 3606, 1396]"
"[1715, 1315, 1954, 1397]","[2466, 708, 2690, 830]","[1715, 708, 2690, 1397]"
"[633, 3276, 867, 3350]","[3382, 696, 3556, 850]","[633, 696, 3556, 3350]"
"[4223, 1316, 4426, 1393]","[4966, 1313, 5176, 1394]","[4223, 1313, 5176, 1394]"
"[5634, 2981, 5834, 3061]","[3383, 1612, 3616, 1686]","[3383, 1612, 5834, 3061]"
"[1716, 2981, 1923, 3061]","[875, 931, 1117, 1003]","[875, 931, 1923, 3061]"
"[5718, 1100, 5967, 1224]","[1309, 1834, 1581, 2013]","[1309, 1100, 5967, 2013]"
"[774, 1070, 885, 1261]","[536, 3637, 609, 3766]","[536, 1070, 885, 3766]"
"[702, 2592, 763, 2696]","[3300, 1743, 3370, 1941]","[702, 1743, 3370, 2696]"
"[3284, 900, 3360, 1015]","[4036, 3658, 4108, 3767]","[3284, 900, 4108, 3767]"
"[714, 2743, 779, 2921]","[1634, 2729, 1696, 2918]","[714, 2729, 1696, 2921]"
"[1632, 1061, 1699, 1258]","[4050, 3412, 4121, 3601]","[1632, 1061, 4121, 3601]"
"[547, 2727, 5626, 2909]","[14130, 1064, 4205, 1261]","[547, 1064, 5626, 2909]"
"[2782, 1591, 2885, 1691]","[1028, 2964, 1131, 3073]","[1028, 1591, 2885, 3073]"
"[2282, 3693, 2386, 3836]","[2865, 2387, 2968, 2485]","[2282, 2387, 2968, 3836]"
"[1451, 4039, 1552, 4144]","[5426, 3950, 5533, 4055]","[1451, 3950, 5533, 4144]"
"[5225, 3973, 5386, 4055]","[1441, 1146, 1511, 1284]","[1441, 1146, 5386, 4055]"
"[5421, 1365, 5533, 1466]","[5231, 2059, 5382, 2133]","[5231, 1365, 5533, 2133]"
"[617, 3259, 689, 3406]","[4385, 714, 4573, 782]","[617, 714, 4573, 3406]"
"[5807, 806, 5955, 887]","[2111, 2962, 2189, 3079]","[2111, 806, 5955, 3079]"
"[4988, 3189, 5188, 3314]","[2284, 940, 2383, 1040]","[2284, 940, 5188, 3314]"
"[5221, 1393, 5386, 1463]","[4545, 1390, 4668, 1447]","[4545, 1390, 5386, 1463]"
"[2894, 2964, 2939, 3077]","[5403, 785, 5551, 882]","[2894, 785, 5551, 3077]"
"[4700, 2599, 4774, 2717]","[4586, 700, 4696, 798]","[4586, 700, 4774, 2717]"
"[4065, 1366, 4173, 1464]","[5571, 799, 5766, 872]","[4065, 799, 5766, 1464]"
"[2309, 3258, 2356, 3364]","[4837, 3974, 4961, 4054]","[2309, 3258, 4961, 4054]"
"[4830, 1390, 4956, 1445]","[5425, 2033, 5537, 2132]","[4830, 1390, 5537, 2132]"
"[5231, 3222, 5341, 3305]","[5223, 812, 5345, 889]","[5223, 812, 5345, 3305]"
"[4845, 2059, 4958, 2133]","[4990, 3960, 5202, 4045]","[4845, 2059, 5202, 4045]"
"[5424, 3205, 5532, 3307]","[785, 1309, 852, 1416]","[785, 1309, 5532, 3307]"
"[881, 1099, 1013, 1228]","[642, 3665, 881, 3741]","[642, 1099, 1013, 3741]"
"[806, 2597, 1064, 2671]","[3381, 1778, 3613, 1908]","[806, 1778, 3613, 2671]"
"[3378, 931, 3637, 1005]","[4132, 3663, 4409, 3743]","[3378, 931, 4409, 3743]"
"[796, 2768, 1031, 2898]","[1724, 2767, 1937, 2895]","[796, 2767, 1937, 2898]"
"[1720, 1100, 1972, 1227]","[4135, 3442, 4370, 3575]","[1720, 1100, 4370, 3575]"
"[5643, 2764, 5857, 2895]","[4224, 1100, 4444, 1228]","[4224, 1100, 5857, 2895]"
"[2886, 1567, 3061, 1725]","[1129, 2943, 1309, 3092]","[1129, 1567, 3061, 3092]"
"[2391, 3685, 2900, 3894]","[2971, 2366, 3135, 2522]","[2391, 2366, 3135, 3894]"
"[1548, 4018, 1743, 4173]","[5416, 3726, 5545, 3982]","[1548, 3726, 5545, 4173]"
"[5245, 3699, 5320, 3951]","[1540, 1150, 1799, 1228]","[1540, 1150, 5320, 3951]"
"[5424, 1094, 5523, 1361]","[5248, 1762, 5320, 2041]","[5248, 1094, 5523, 2041]"
"[710, 3278, 972, 3348]","[4423, 450, 4549, 702]","[710, 450, 4549, 3348]"
"[5825, 523, 5903, 787]","[2222, 2984, 2454, 3062]","[2222, 523, 5903, 3062]"
"[5025, 3059, 5155, 3202]","[2382, 932, 2612, 1064]","[2382, 932, 5155, 3202]"
"[5253, 1097, 5322, 1364]","[4565, 1147, 4638, 1361]","[4565, 1097, 5322, 1364]"
"[2968, 2984, 3178, 3056]","[5400, 501, 5558, 797]","[2968, 501, 5558, 3056]"
"[4800, 2628, 5053, 2704]","[4610, 546, 4673, 699]","[4610, 546, 5053, 2704]"
"[4027, 1194, 4153, 1370]","[5611, 608, 5736, 788]","[4027, 608, 5736, 1370]"
"[2379, 3277, 2591, 3353]","[4857, 3712, 4933, 3942]","[2379, 3277, 4933, 3942]"
"[4858, 1146, 4930, 1364]","[5415, 1804, 5544, 2031]","[4858, 1146, 5544, 2031]"
"[1553, 3636, 1779, 3766]","[5247, 2964, 5321, 3210]","[1553, 2964, 5321, 3766]"
"[5248, 552, 5323, 785]","[4216, 1223, 4286, 1364]","[4216, 552, 5323, 1364]"
"[4856, 1788, 4935, 2024]","[5029, 3681, 5152, 3956]","[4856, 1788, 5152, 3956]"
"[5413, 2990, 5544, 3203]","[882, 1319, 1159, 1394]","[882, 1319, 5544, 3203]"
"[1552, 3864, 1757, 3934]","[4859, 529, 4930, 778]","[1552, 529, 4930, 3934]"
"[614, 912, 687, 1025]","[641, 1293, 692, 1413]","[614, 912, 692, 1413]"
"[1478, 906, 1523, 1016]","[1729, 2965, 1771, 3070]","[1478, 906, 1771, 3070]"
"[781, 2975, 849, 3077]","[3442, 1297, 3520, 1415]","[781, 1297, 3520, 3077]"
"[3396, 2577, 3438, 2686]","[1217, 3690, 1275, 3874]","[1217, 2577, 3438, 3874]"
"[2476, 908, 2522, 1016]","[1444, 1290, 1522, 1416]","[1444, 908, 2522, 1416]"
"[3365, 3249, 3436, 3370]","[2599, 3147, 2721, 3216]","[2599, 3147, 3436, 3370]"
"[2205, 1595, 2274, 1697]","[1699, 2417, 1796, 2503]","[1699, 1595, 2274, 2503]"
"[4942, 2971, 5029, 3079]","[3368, 2953, 3438, 3085]","[3368, 2953, 5029, 3085]"
"[5132, 890, 5184, 992]","[3356, 3497, 3473, 3679]","[3356, 890, 5184, 3679]"
"[2443, 1289, 2521, 1417]","[1205, 3543, 1296, 3642]","[1205, 1289, 2521, 3642]"
"[5525, 1347, 5614, 1460]","[1445, 1062, 1556, 1253]","[1445, 1062, 5614, 1460]"
"[632, 1064, 700, 1261]","[2197, 1753, 2306, 1936]","[632, 1064, 2306, 1936]"
"[1701, 2589, 1768, 2694]","[3441, 1065, 3559, 1255]","[1701, 1065, 3559, 2694]"
"[14295, 2731, 4371, 2925]","[4961, 2729, 5038, 2931]","[4961, 2729, 5038, 2931]"
"[1798, 2729, 865, 2922]","[3385, 2729, 3451, 2917]","[1798, 2729, 3451, 2922]"
"[2437, 1061, 2553, 1261]","[4708, 3405, 4797, 3606]","[2437, 1061, 4797, 3606]"
"[1833, 3048, 1993, 3136]","[4714, 614, 4830, 713]","[1833, 614, 4830, 3136]"
"[3192, 3299, 3303, 3413]","[3192, 3491, 3289, 3643]","[3192, 3299, 3303, 3643]"
"[2510, 1033, 2620, 1134]","[2507, 1698, 2616, 1805]","[2507, 1033, 2620, 1805]"
"[4196, 2697, 4386, 2818]","[2197, 3867, 2285, 4004]","[2197, 2697, 4386, 4004]"
"[2922, 4048, 3075, 4143]","[2348, 3033, 2456, 3138]","[2348, 3033, 3075, 4143]"
"[1055, 3878, 1107, 3996]","[2224, 3492, 2280, 3610]","[1055, 3492, 2280, 3996]"
"[2213, 3645, 2292, 3842]","[4710, 1972, 4833, 2028]","[2213, 1972, 4833, 3842]"
"[1823, 1056, 1960, 1137]","[1999, 1619, 2185, 1844]","[1823, 1056, 2185, 1844]"
"[710, 1314, 931, 1390]","[1553, 934, 1756, 1003]","[710, 934, 1756, 1390]"
"[1800, 2985, 2006, 3060]","[880, 2990, 1126, 3061]","[880, 2985, 2006, 3061]"
"[3554, 1321, 3790, 1388]","[3466, 2602, 3675, 2670]","[3466, 1321, 3790, 2670]"
"[1302, 3725, 1526, 3852]","[2546, 930, 2758, 1005]","[1302, 930, 2758, 3852]"
"[1557, 1321, 1801, 1389]","[3467, 3310, 3679, 3387]","[1557, 1321, 3679, 3387]"
"[2629, 2864, 2704, 3117]","[2298, 1608, 2542, 1687]","[2298, 1608, 2704, 3117]"
"[1801, 2359, 1971, 2523]","[5052, 2989, 5274, 3061]","[1801, 2359, 5274, 3061]"
"[3466, 2988, 3710, 3061]","[5210, 902, 5425, 977]","[3466, 902, 5425, 3061]"
"[3465, 3519, 3598, 3649]","[2561, 1320, 2796, 1389]","[2561, 1320, 3598, 3649]"
"[1305, 3506, 1584, 3679]","[5638, 2834, 5857, 2970]","[1305, 2834, 5857, 3679]"
"[5632, 1359, 5907, 1433]","[1550, 1103, 1779, 1228]","[1550, 1103, 5907, 1433]"
"[718, 1099, 974, 1227]","[2308, 1783, 2530, 1906]","[718, 1099, 2530, 1906]"
"[1798, 2597, 2061, 2674]","[3549, 1097, 3779, 1234]","[1798, 1097, 3779, 2674]"
"[4381, 2764, 4633, 2896]","[5054, 2766, 5299, 2897]","[4381, 2764, 5299, 2897]"
"[881, 2765, 1135, 2896]","[3463, 2765, 3718, 2897]","[881, 2765, 3718, 2897]"
"[2544, 1092, 2682, 1231]","[4799, 3445, 5028, 3573]","[2544, 1092, 5028, 3573]"
"[1857, 2771, 1938, 3032]","[4690, 438, 4852, 619]","[1857, 438, 4852, 3032]"
"[3304, 3289, 3518, 3416]","[3293, 3515, 3557, 3584]","[3293, 3289, 3557, 3584]"
"[1130, 3684, 1359, 3806]","[2489, 835, 2633, 1041]","[1130, 835, 2633, 3806]"
"[2475, 1377, 2641, 1584]","[4184, 2156, 4393, 2705]","[2475, 1377, 4393, 2705]"
"[2304, 3902, 2555, 3978]","[2963, 3780, 3037, 4027]","[2304, 3780, 3037, 4027]"
"[2334, 2859, 2478, 3033]","[1131, 3909, 1341, 3978]","[1131, 2859, 2478, 3978]"
"[2302, 3518, 2508, 3585]","[2304, 3679, 2558, 3810]","[2302, 3518, 2558, 3810]"
"[4736, 1731, 4808, 1950]","[1831, 785, 1963, 1042]","[1831, 785, 4808, 1950]"
"[2865, 2588, 2933, 2685]","[2297, 3414, 2366, 35971]","[2297, 2588, 2933, 35971]"
"[2881, 2728, 2949, 2917]","[4992, 2046, 5196, 2124]","[2881, 2046, 5196, 2917]"
"[4988, 773, 5190, 895]","[4994, 1380, 5199, 1455]","[4988, 773, 5199, 1455]"
"[4314, 1354, 4518, 1472]","[2611, 2839, 2720, 2947]","[2611, 1354, 4518, 2947]"
"[2863, 1505, 2969, 1615]","[3779, 2922, 3885, 3027]","[2863, 1505, 3885, 3027]"
"[14363, 2925, 4469, 3029]","[2006, 1550, 2120, 1663]","[2006, 1550, 4469, 3029]"
"[2610, 2249, 2698, 2404]","[4381, 990, 4460, 1174]","[2610, 990, 4460, 2404]"
"[472, 3695, 576, 3805]","[821, 3698, 1001, 3809]","[472, 3695, 1001, 3809]"
"[14942, 2837, 5055, 2947]","[3610, 836, 3700, 983]","[3610, 836, 5055, 2947]"
"[14955, 2402, 5044, 2613]","[14358, 2250, 4445, 2374]","[14358, 2250, 5044, 2613]"
"[4363, 1192, 4472, 1301]","[3191, 2827, 3300, 2933]","[3191, 1192, 4472, 2933]"
"[5042, 991, 5123, 1187]","[5023, 833, 5117, 958]","[5023, 833, 5123, 1187]"
"[4363, 1349, 4472, 1453]","[2871, 1256, 2947, 1465]","[2871, 1256, 4472, 1465]"
"[1328, 2969, 1459, 3034]","[5052, 1953, 5116, 2079]","[1328, 1953, 5116, 3034]"
"[1831, 2945, 1951, 3062]","[4359, 839, 4448, 960]","[1831, 839, 4448, 3062]"
"[4380, 2684, 4454, 2887]","[660, 3719, 798, 3801]","[660, 2684, 4454, 3801]"
"[4362, 2539, 4471, 2645]","[14966, 2248, 5034, 2374]","[4362, 2248, 5034, 2645]"
"[647, 1892, 771, 1973]","[2610, 2634, 2696, 2760]","[647, 1892, 2696, 2760]"
"[4354, 548, 4451, 67]","[3624, 985, 3707, 1199]","[3624, 548, 4451, 1199]"
"[1475, 874, 1700, 959]","[3211, 2406, 3287, 2613]","[1475, 874, 3287, 2613]"
"[3196, 2651, 3277, 2763]","[1696, 2944, 1808, 3053]","[1696, 2651, 3277, 3053]"
"[4329, 2399, 4438, 2515]","[2863, 1120, 2968, 1221]","[2863, 1120, 4438, 2515]"
"[2629, 2408, 2703, 2615]","[471, 1868, 581, 1972]","[471, 1868, 2703, 2615]"
"[2962, 2600, 3228, 2669]","[2384, 3444, 2606, 3574]","[2384, 2600, 3228, 3574]"
"[2965, 2764, 3191, 2892]","[5029, 1756, 5153, 2043]","[2965, 1756, 5153, 2892]"
"[5032, 1096, 5152, 1377]","[4349, 1236, 4473, 1369]","[4349, 1096, 5152, 1377]"
"[2714, 2819, 2889, 2977]","[2967, 1480, 3157, 1644]","[2714, 1480, 3157, 2977]"
"[3885, 2904, 4077, 3063]","[4467, 2902, 4662, 3058]","[3885, 2902, 4662, 3063]"
"[1985, 1170, 2145, 1373]","[3726, 1264, 4241, 1471]","[1985, 1170, 4241, 1471]"
"[1899, 3606, 2059, 3782]","[2714, 2276, 2970, 2351]","[1899, 2276, 2970, 3782]"
"[4468, 1029, 4690, 1162]","[466, 3441, 568, 3708]","[466, 1029, 4690, 3708]"
"[5045, 2443, 5277, 2577]","[4468, 2249, 4719, 2382]","[4468, 2249, 5277, 2577]"
"[4462, 1214, 4618, 1279]","[3298, 2818, 3477, 2978]","[3298, 1214, 4618, 2978]"
"[5133, 1029, 5361, 1162]","[5130, 860, 5368, 937]","[5130, 860, 5368, 1162]"
"[2964, 1305, 3191, 1434]","[1356, 2731, 1434, 2956]","[1356, 1305, 3191, 2956]"
"[5127, 1988, 5347, 2058]","[1305, 2129, 1546, 2202]","[1305, 1988, 5347, 2202]"
"[1836, 2778, 1983, 2952]","[4463, 857, 4704, 937]","[1836, 857, 4704, 2952]"
"[4469, 2507, 4756, 2675]","[5047, 2274, 5260, 2352]","[4469, 2274, 5260, 2675]"
"[2719, 2667, 2964, 2736]","[4463, 563, 4735, 644]","[2719, 563, 4735, 2736]"
"[3293, 2438, 3534, 2572]","[3298, 2667, 3570, 2735]","[3293, 2438, 3570, 2735]"
"[1706, 2810, 1778, 2952]","[4459, 2432, 4686, 2470]","[1706, 2432, 4686, 2952]"
"[2967, 1090, 3249, 1266]","[2722, 2443, 2954, 2576]","[2722, 1090, 3249, 2576]"
"[1485, 2959, 1695, 3043]","[1808, 1874, 1011, 1956]","[1485, 1874, 1695, 3043]"
"[1529, 2724, 1655, 2948]","[852, 1628, 975, 1876]","[852, 1628, 1655, 2948]"
"[4467, 1941, 4678, 2063]","[2403, 2200, 2515, 2303]","[2403, 1941, 4678, 2303]"
"[3192, 3878, 3284, 4006]","[4703, 2721, 4841, 2806]","[3192, 2721, 4841, 4006]"
"[2192, 3034, 2303, 3136]","[4539, 1234, 4677, 1314]","[2192, 1234, 4677, 3136]"
"[2258, 1046, 2469, 1118]","[4189, 3645, 4304, 3851]","[2258, 1046, 4304, 3851]"
"[4187, 3875, 4282, 4000]","[1987, 2206, 2198, 2293]","[1987, 2206, 4282, 4000]"
"[4199, 3459, 4307, 3624]","[5002, 2222, 5137, 23071]","[4199, 2222, 5137, 23071]"
"[3209, 3641, 3290, 3854]","[2193, 1689, 2389, 1802]","[2193, 1689, 3290, 3854]"
"[4472, 2715, 4681, 2787]","[1976, 1058, 2089, 1174]","[1976, 1058, 4681, 2787]"
"[4127, 1948, 4248, 2057]","[2198, 3299, 2305, 3412]","[2198, 1948, 4248, 3412]"
"[2217, 2217, 2346, 2309]","[4316, 1970, 4453, 2059]","[2217, 1970, 4453, 2309]"
"[2125, 1032, 2231, 1136]","[1556, 1228, 1663, 1296]","[1556, 1032, 2231, 1296]"
"[1996, 3043, 2194, 3120]","[4281, 3176, 4387, 3279]","[1996, 3043, 4387, 3279]"
"[4606, 2167, 4693, 2321]","[4938, 1001, 5062, 1115]","[4606, 1001, 5062, 2321]"
"[2860, 2606, 2969, 2756]","[3281, 1594, 3390, 1698]","[2860, 1594, 3390, 2756]"
"[14947, 3841, 5050, 3944]","[1615, 1302, 1718, 1410]","[1615, 1302, 5050, 3944]"
"[4106, 1002, 4205, 1150]","[5359, 2167, 5445, 2320]","[4106, 1002, 5445, 2320]"
"[3290, 1152, 3375, 1363]","[2352, 3403, 2475, 3603]","[2352, 1152, 3375, 3603]"
"[12359, 3829, 2469, 3943]","[616, 1497, 695, 1639]","[616, 1497, 2469, 3943]"
"[14107, 1582, 4222, 1681]","[2263, 2053, 2388, 2141]","[2263, 1582, 4222, 2141]"
"[2638, 1877, 2695, 1995]","[642, 1877, 693, 1998]","[642, 1877, 2695, 1998]"
"[5440, 2895, 5528, 3004]","[1636, 1880, 1692, 2000]","[1636, 1880, 5528, 3004]"
"[1363, 3167, 1444, 3288]","[2888, 2166, 2945, 2286]","[1363, 2166, 2945, 3288]"
"[1364, 3682, 1469, 3793]","[3777, 2171, 3857, 2285]","[1364, 2171, 3857, 3793]"
"[4517, 1819, 4638, 1946]","[2401, 2027, 2560, 2212]","[2401, 1819, 4638, 2212]"
"[3299, 3904, 3540, 3976]","[4733, 2464, 4808, 2701]","[3299, 2464, 4808, 3976]"
"[2211, 2882, 2285, 3039]","[4569, 976, 4641, 1214]","[2211, 976, 4641, 3039]"
"[2309, 797, 2438, 1039]","[4311, 3676, 4433, 3809]","[2309, 797, 4433, 3809]"
"[4300, 3901, 4533, 3977]","[2027, 1966, 2153, 2204]","[2027, 1966, 4533, 3977]"
"[4306, 3519, 4599, 3585]","[5019, 1929, 5098, 2200]","[4306, 1929, 5098, 3585]"
"[3308, 3679, 3555, 3809]","[2228, 1346, 2343, 1580]","[2228, 1346, 3555, 3809]"
"[4515, 2458, 4637, 2704]","[2011, 810, 2058, 1019]","[2011, 810, 4637, 2704]"
"[4125, 1728, 4252, 1953]","[2295, 3291, 2517, 3419]","[2295, 1728, 4252, 3419]"
"[2246, 1954, 2317, 2201]","[4345, 1663, 4423, 1955]","[2246, 1663, 4423, 2201]"
"[2082, 747, 2263, 1032]","[1567, 915, 1640, 1218]","[1567, 747, 2263, 1218]"
"[2028, 2800, 2158, 3048]","[4378, 3153, 4563, 3312]","[2028, 2800, 4563, 3312]"
"[4715, 2193, 4975, 2270]","[5048, 985, 5225, 1132]","[4715, 985, 5225, 2270]"
"[2981, 2604, 3474, 2805]","[3388, 1566, 3559, 1724]","[2981, 1566, 3559, 2805]"
"[3017, 689, 3155, 871]","[5046, 3825, 5246, 3970]","[3017, 689, 5246, 3970]"
"[1722, 1302, 1980, 1403]","[716, 1291, 920, 1412]","[716, 1291, 1980, 1412]"
"[4221, 1022, 4479, 1101]","[5463, 2195, 5721, 2269]","[4221, 1022, 5721, 2269]"
"[3384, 1196, 3614, 1323]","[2466, 3440, 2694, 3569]","[2466, 1196, 3614, 3569]"
"[2468, 3811, 2662, 3967]","[706, 1512, 978, 1586]","[706, 1512, 2662, 3967]"
"[5052, 3168, 5296, 3297]","[4211, 1566, 4387, 1723]","[4211, 1566, 5296, 3297]"
"[2293, 1779, 2371, 2034]","[2713, 1901, 2926, 1978]","[2293, 1779, 2926, 2034]"
"[708, 1900, 928, 1975]","[5049, 3643, 5280, 3766]","[708, 1900, 5280, 3766]"
"[5543, 2906, 5818, 2975]","[1712, 1901, 1930, 1978]","[1712, 1901, 5818, 2975]"
"[1468, 3196, 1699, 3275]","[2963, 2197, 3177, 2270]","[1468, 2197, 3177, 3275]"
"[1463, 3676, 1688, 3802]","[3882, 2196, 4120, 2269]","[1463, 2196, 4120, 3802]"
"[3278, 997, 3375, 1115]","[1608, 1493, 1691, 1597]","[1608, 997, 3375, 1597]"
"[1355, 3520, 1469, 3640]","[4612, 2757, 4713, 2856]","[1355, 2757, 4713, 3640]"
"[4944, 3459, 5053, 3561]","[4914, 3309, 5020, 3429]","[4914, 3309, 5053, 3561]"
"[1356, 3326, 1470, 3520]","[2876, 2318, 2954, 2522]","[1356, 2318, 2954, 3520]"
"[5357, 2324, 5475, 2524]","[1629, 1645, 1700, 1838]","[1629, 1645, 5475, 2524]"
"[14609, 2571, 4692, 2685]","[2364, 3631, 2446, 3746]","[2364, 2571, 4692, 3746]"
"[632, 1644, 703, 1845]","[3276, 1388, 3367, 1517]","[632, 1388, 3367, 1845]"
"[5356, 2528, 5465, 2702]","[4605, 2320, 4729, 2535]","[4605, 2320, 5465, 2702]"
"[3984, 2940, 4194, 3055]","[4313, 2937, 4518, 3055]","[3984, 2937, 4518, 3055]"
"[5359, 3088, 5476, 3196]","[3609, 3523, 3720, 3679]","[3609, 3088, 5476, 3679]"
"[3113, 951, 3222, 1090]","[1531, 3673, 1636, 3782]","[1531, 951, 3222, 3782]"
"[3111, 1163, 3200, 1302]","[4614, 4165, 4717, 4270]","[3111, 1163, 4717, 4270]"
"[4629, 3244, 4703, 3439]","[1527, 3085, 1609, 3239]","[1527, 3085, 4703, 3439]"
"[1197, 2828, 1299, 2946]","[14025, 970, 4136, 1070]","[1197, 970, 4136, 2946]"
"[2197, 963, 2301, 1064]","[14026, 1162, 4117, 1307]","[2197, 963, 4117, 1307]"
"[1284, 972, 1383, 1073]","[1280, 1161, 1351, 1305]","[1280, 972, 1383, 1305]"
"[3112, 689, 3198, 840]","[696, 3672, 800, 3765]","[696, 689, 3198, 3765]"
"[2810, 2939, 3030, 3062]","[1229, 1837, 1275, 1948]","[1229, 1837, 3030, 3062]"
"[1280, 1553, 1352, 1658]","[3609, 3088, 3689, 3211]","[1280, 1553, 3689, 3211]"
"[1194, 1992, 1303, 2196]","[3028, 3075, 3113, 3210]","[1194, 1992, 3113, 3210]"
"[4630, 3924, 4699, 4122]","[2835, 1718, 2975, 1805]","[2835, 1718, 4699, 4122]"
"[2226, 1834, 2278, 1953]","[3754, 1721, 3901, 1806]","[2226, 1721, 3901, 1953]"
"[4026, 1836, 4111, 1952]","[4610, 3083, 4688, 3204]","[4026, 1836, 4688, 3204]"
"[3110, 1548, 3192, 1658]","[2225, 1547, 2277, 1663]","[2225, 1547, 3192, 1663]"
"[2228, 1157, 2273, 1271]","[4024, 1550, 4110, 1657]","[2228, 1157, 4110, 1657]"
"[3381, 1024, 3613, 1101]","[1713, 1509, 1951, 1588]","[1713, 1024, 3613, 1588]"
"[1470, 3550, 1611, 3613]","[4724, 2760, 4942, 2881]","[1470, 2760, 4942, 3613]"
"[5055, 3424, 5336, 3603]","[5055, 3349, 5259, 3389]","[5055, 3349, 5336, 3603]"
"[1463, 3361, 1696, 3488]","[2966, 2362, 3199, 2494]","[1463, 2362, 3199, 3488]"
"[5468, 2361, 5699, 2490]","[1724, 1681, 1973, 1812]","[1724, 1681, 5699, 2490]"
"[4719, 2585, 4987, 2654]","[2464, 3662, 2675, 3731]","[2464, 2585, 4987, 3731]"
"[721, 1681, 978, 1812]","[3391, 1415, 3636, 1495]","[721, 1415, 3636, 1812]"
"[5473, 2589, 5766, 2657]","[4713, 2359, 4851, 2489]","[4713, 2359, 5766, 2657]"
"[4005, 2816, 4151, 2952]","[4346, 2817, 4483, 2952]","[4005, 2816, 4483, 2952]"
"[5465, 3068, 5636, 3224]","[3732, 3517, 4237, 3717]","[3732, 3068, 5636, 3717]"
"[3214, 947, 3485, 1096]","[1639, 3662, 1808, 3811]","[1639, 947, 3485, 3811]"
"[3214, 1186, 3481, 1259]","[4720, 4139, 4896, 4296]","[3214, 1186, 4896, 4296]"
"[4717, 3280, 4943, 3409]","[1630, 3108, 1894, 3182]","[1630, 3108, 4943, 3409]"
"[1303, 2856, 1441, 2929]","[4132, 957, 4339, 1084]","[1303, 957, 4339, 2929]"
"[2303, 954, 2506, 1084]","[4136, 1182, 4385, 1254]","[2303, 954, 4385, 1254]"
"[1386, 968, 1653, 1065]","[1377, 1178, 1647, 1252]","[1377, 968, 1653, 1252]"
"[3212, 709, 3473, 782]","[801, 3656, 970, 3810]","[801, 709, 3473, 3810]"
"[2840, 2810, 2976, 2954]","[1304, 1860, 1511, 1939]","[1304, 1860, 2976, 2954]"
"[1382, 1574, 1616, 1640]","[3712, 3108, 3942, 3181]","[1382, 1574, 3942, 3181]"
"[1301, 2031, 1524, 2153]","[3136, 3109, 3346, 3183]","[1301, 2031, 3346, 3183]"
"[4712, 3962, 4939, 4089]","[2880, 1445, 2950, 1698]","[2880, 1445, 4939, 4089]"
"[2303, 1862, 2509, 1939]","[3794, 1443, 3869, 1696]","[2303, 1443, 3869, 1939]"
"[4128, 1858, 4365, 1940]","[4721, 3109, 4914, 3184]","[4128, 1858, 4914, 3184]"
"[3221, 1571, 3451, 1642]","[2305, 1572, 2516, 1640]","[2305, 1571, 3451, 1642]"
"[2299, 1175, 2506, 1252]","[4135, 1571, 4369, 1642]","[2299, 1175, 4369, 1642]"
"[729, 3087, 773, 3205]","[3030, 3470, 3113, 3600]","[729, 3087, 3113, 3600]"
"[1527, 3485, 1609, 3596]","[1921, 1722, 2063, 1803]","[1527, 1722, 2063, 3596]"
"[1547, 3239, 1619, 3448]","[698, 3487, 774, 3598]","[698, 3239, 1619, 3598]"
"[718, 3242, 785, 3440]","[3632, 3236, 3705, 3448]","[718, 3236, 3705, 3448]"
"[3046, 3237, 3122, 3448]","[14047, 1315, 4128, 1514]","[3046, 1315, 4128, 3448]"
"[14022, 1989, 4143, 2199]","[3027, 3675, 3134, 3781]","[3027, 1989, 4143, 3781]"
"[1298, 1316, 1369, 1506]","[3125, 1308, 3206, 1508]","[1298, 1308, 3206, 1508]"
"[2192, 1317, 2305, 1505]","[1075, 3531, 1258, 3643]","[1075, 1317, 2305, 3643]"
"[1402, 3531, 1589, 3644]","[2448, 3674, 2554, 3780]","[1402, 3531, 2554, 3780]"
"[693, 4112, 799, 4271]","[5693, 3590, 5802, 3694]","[693, 3590, 5802, 4271]"
"[5360, 2746, 5473, 2863]","[1956, 2317, 2047, 2408]","[1956, 2317, 5473, 2863]"
"[5693, 3006, 5779, 3154]","[3816, 2938, 4023, 3060]","[3816, 2938, 5779, 3154]"
"[1280, 1161, 1350, 1305]","[1968, 3150, 2035, 3342]","[1280, 1161, 2035, 3342]"
"[2283, 1172, 2351, 1300]","[14278, 1166, 4354, 1301]","[2283, 1166, 4354, 1301]"
"[1948, 3375, 2016, 3489]","[1281, 1554, 1353, 1661]","[1281, 1554, 2016, 3489]"
"[4275, 968, 4392, 1078]","[1952, 2997, 2021, 3142]","[1952, 968, 4392, 3142]"
"[4310, 1841, 4358, 1950]","[1282, 1839, 1352, 1950]","[1282, 1839, 4358, 1950]"
"[5721, 2712, 5779, 2824]","[4049, 3238, 4125, 3447]","[4049, 2712, 5779, 3447]"
